ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,region_Zone1,region_Zone2,region_Zone3,marital_Married,ed_level,retire_Yes,gender_Male,voice_Yes,internet_Yes,forward_Yes,custcat_Basic service,custcat_E-service,custcat_Plus service,custcat_Total service,CLV,income_quartile,age_group,high_value,high_income,surv_prob_1year,churn_risk_1year
871,Zone 1,7,38,Unmarried,4,70,College degree,No,Male,Yes,Yes,No,Total service,Yes,1,1,0,0,0,3.0,0,1,1,1,0,False,False,False,True,1229.8441125238742,Q3,30-40,0,1,0.7459965228661664,0.25400347713383364
872,Zone 3,70,59,Unmarried,27,85,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,1.0,0,0,0,0,1,False,False,True,False,2216.490475963677,Q4 (High),50+,1,1,0.9959482975599359,0.004051702440064142
874,Zone 3,54,32,Married,12,27,Did not complete high school,No,Male,No,No,No,E-service,No,0,0,0,1,1,1.0,0,1,0,0,0,False,True,False,False,2134.3839063333094,Q1 (Low),30-40,1,0,0.9845662116118377,0.01543378838816234
875,Zone 3,36,48,Unmarried,28,29,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,0,1,0,1.0,0,1,0,0,0,True,False,False,False,2059.95393718346,Q1 (Low),40-50,0,0,0.9732435602664996,0.026756439733500392
876,Zone 3,71,53,Married,29,48,College degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,3.0,0,0,0,0,1,False,False,True,False,2213.092350969117,Q3,50+,1,1,0.9954988208614128,0.0045011791385871636
877,Zone 1,17,41,Unmarried,4,32,High school degree,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,2.0,0,1,0,0,1,False,False,True,False,1861.4935575101492,Q2,40-50,0,0,0.937607025136739,0.06239297486326101
878,Zone 1,18,45,Married,17,43,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,1,1.0,0,1,0,0,1,False,False,True,False,2169.144491749254,Q2,40-50,1,0,0.9895202913967525,0.01047970860324754
879,Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,No,Female,No,No,Yes,Total service,Yes,1,1,0,0,0,4.0,0,0,0,0,1,False,False,False,True,1620.2865887000041,Q1 (Low),<30,0,0,0.8809918512950361,0.1190081487049639
880,Zone 3,38,30,Married,6,22,High school degree,No,Female,No,Yes,No,E-service,No,0,0,0,1,1,2.0,0,0,0,1,0,False,True,False,False,1832.9423405647296,Q1 (Low),<30,0,0,0.9317398030485482,0.0682601969514518
883,Zone 2,31,46,Unmarried,23,144,College degree,No,Male,No,Yes,Yes,Plus service,No,0,0,1,0,0,3.0,0,1,0,1,1,False,False,True,False,1900.9723300520427,Q4 (High),40-50,0,1,0.9453922675010061,0.054607732498993866
884,Zone 2,23,31,Unmarried,10,45,College degree,No,Male,No,Yes,No,E-service,No,0,0,1,0,0,3.0,0,1,0,1,0,False,True,False,False,1511.8902320946331,Q2,30-40,0,0,0.8496067019922693,0.1503932980077307
885,Zone 2,38,56,Married,34,34,High school degree,No,Female,No,Yes,Yes,Plus service,No,0,0,1,0,1,2.0,0,0,0,1,1,False,False,True,False,2197.1812788295597,Q2,50+,1,0,0.993370094265394,0.006629905734605979
887,Zone 2,16,49,Unmarried,17,41,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,1,0,0,2.0,0,1,1,1,1,False,False,False,True,1812.7505102111152,Q2,40-50,0,0,0.9274658486277261,0.07253415137227393
888,Zone 2,14,34,Married,4,27,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,1,0,1,3.0,0,0,1,1,1,False,False,False,True,1434.63187597007,Q1 (Low),30-40,0,0,0.8245863335650087,0.17541366643499134
890,Zone 3,22,47,Married,0,44,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,0,1,1,3.0,0,0,1,1,1,False,False,False,True,1661.3805943447978,Q2,40-50,0,0,0.891849592260789,0.10815040773921103
891,Zone 1,38,55,Married,12,135,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,1,0,0,1,2.0,0,1,1,1,1,False,False,False,True,1978.2164107541553,Q4 (High),50+,0,1,0.9595903776679165,0.04040962233208345
892,Zone 3,59,26,Married,3,41,College degree,No,Female,No,Yes,No,E-service,Yes,1,0,0,1,1,3.0,0,0,0,1,0,False,True,False,False,1608.9605501881665,Q2,<30,0,0,0.8779025567326513,0.12209744326734873
894,Zone 3,9,40,Unmarried,13,38,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,3.0,0,0,1,1,1,False,False,False,True,1562.308957014837,Q2,30-40,0,0,0.8647194682461657,0.13528053175383425
895,Zone 1,67,67,Married,38,49,High school degree,No,Female,No,Yes,No,E-service,No,0,1,0,0,1,2.0,0,0,0,1,0,False,True,False,False,2231.034503050451,Q3,50+,1,1,0.9978518573281252,0.0021481426718747976
897,Zone 2,12,55,Married,13,36,Did not complete high school,No,Female,No,Yes,No,E-service,Yes,1,0,1,0,1,1.0,0,0,0,1,0,False,True,False,False,2160.0479286190307,Q2,50+,1,0,0.9882435162350147,0.011756483764985282
899,Zone 2,3,32,Unmarried,4,58,High school degree,No,Male,Yes,No,Yes,Total service,Yes,1,0,1,0,0,2.0,0,1,1,0,1,False,False,False,True,1588.0389853471047,Q3,30-40,0,1,0.8720827980758367,0.12791720192416334
900,Zone 2,20,46,Unmarried,2,23,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,1,0,0,4.0,0,0,1,1,1,False,False,False,True,1260.3751529744939,Q1 (Low),40-50,0,0,0.7589376254771675,0.24106237452283252
901,Zone 3,5,52,Married,0,97,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,1,4.0,0,1,1,1,1,False,False,False,True,1604.758874191656,Q4 (High),50+,0,1,0.8767456326883619,0.12325436731163808
905,Zone 2,38,30,Married,10,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,1,0,1,1.0,0,0,0,0,0,True,False,False,False,1732.3000562305986,Q1 (Low),<30,0,0,0.9093551648202571,0.09064483517974287
907,Zone 2,22,33,Married,2,24,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,1,0,1,1.0,0,1,0,0,0,True,False,False,False,1568.077051469056,Q1 (Low),30-40,0,0,0.8663902374508317,0.13360976254916834
908,Zone 1,49,35,Married,15,113,College degree,No,Male,No,No,No,E-service,No,0,1,0,0,1,3.0,0,1,0,0,0,False,True,False,False,2088.3389988255094,Q4 (High),30-40,0,1,0.9776806188851946,0.02231938111480536
909,Zone 3,5,39,Unmarried,0,22,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,1.0,0,0,0,0,1,False,False,True,False,1928.201458925614,Q1 (Low),30-40,0,0,0.9505490667231782,0.04945093327682182
910,Zone 2,18,69,Unmarried,28,11,Did not complete high school,Yes,Male,No,No,No,Basic service,No,0,0,1,0,0,1.0,1,1,0,0,0,True,False,False,False,2140.8117339960613,Q1 (Low),50+,1,0,0.9854977751189741,0.014502224881025927
911,Zone 3,43,29,Unmarried,4,33,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,1.0,0,0,0,0,1,False,False,True,False,1850.58663751681,Q2,<30,0,0,0.9353896457446333,0.06461035425536665
912,Zone 3,17,50,Unmarried,2,205,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,4.0,0,1,1,1,1,False,False,False,True,1350.4383371875726,Q4 (High),40-50,0,1,0.7945491718554958,0.20545082814450422
914,Zone 2,8,39,Unmarried,0,39,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,1,0,0,1.0,0,0,0,0,0,True,False,False,False,1444.976845859374,Q2,30-40,0,0,0.8280730121103199,0.17192698788968008
915,Zone 2,51,46,Married,8,107,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,0,0,0,1,False,False,True,False,2118.17807013707,Q4 (High),40-50,1,1,0.9821857121137318,0.017814287886268154
916,Zone 1,71,55,Married,11,198,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,1,0,0,1,1.0,0,0,1,0,1,False,False,True,False,2149.6179442823004,Q4 (High),50+,1,1,0.9867625393219622,0.013237460678037771
917,Zone 1,56,53,Married,23,100,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,No,0,1,0,0,1,4.0,0,0,1,1,0,False,True,False,False,2041.552548347529,Q4 (High),50+,0,1,0.9702855743103964,0.029714425689603585
918,Zone 3,70,68,Unmarried,21,1131,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,1,0,0,1,False,False,True,False,2210.1272719154044,Q4 (High),50+,1,1,0.995105149871756,0.004894850128243977
920,Zone 1,50,52,Married,22,162,High school degree,No,Female,Yes,No,Yes,Total service,No,0,1,0,0,1,2.0,0,0,1,0,1,False,False,False,True,2178.978572767544,Q4 (High),50+,1,1,0.9908851963889742,0.00911480361102579
921,Zone 3,1,31,Unmarried,3,29,Post-undergraduate degree,No,Female,No,Yes,No,Basic service,Yes,1,0,0,1,0,4.0,0,0,0,1,0,True,False,False,False,666.6814464469478,Q1 (Low),30-40,0,0,0.4198826927292446,0.5801173072707554
922,Zone 3,15,26,Unmarried,1,38,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,3.0,0,1,1,1,1,False,False,False,True,909.2677037110376,Q2,<30,0,0,0.5808150194873265,0.4191849805126735
924,Zone 2,69,47,Married,10,159,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,0,1,0,1,2.0,0,1,0,0,1,False,False,True,False,2121.7246056431877,Q4 (High),40-50,1,1,0.9827105974554755,0.01728940254452449
925,Zone 2,32,44,Unmarried,10,201,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,0,2.0,0,1,0,0,1,False,False,True,False,1998.25740841859,Q4 (High),40-50,0,1,0.9630630274308002,0.03693697256919981
926,Zone 1,19,25,Married,6,27,College degree,No,Female,Yes,No,Yes,Plus service,Yes,1,1,0,0,1,3.0,0,0,1,0,1,False,False,True,False,1597.7935825620298,Q1 (Low),<30,0,0,0.8748146737562087,0.1251853262437913
928,Zone 3,51,49,Unmarried,29,45,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,0,1,0,1.0,0,1,0,0,0,True,False,False,False,2077.0722784614627,Q2,40-50,0,0,0.975937433417208,0.024062566582792044
929,Zone 2,32,22,Married,2,17,High school degree,No,Female,Yes,No,Yes,Plus service,Yes,1,0,1,0,1,2.0,0,0,1,0,1,False,False,True,False,1571.623470294995,Q1 (Low),<30,0,0,0.8674116864472247,0.13258831355277534
930,Zone 3,26,55,Married,13,61,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,1,0,0,1,False,False,True,False,2196.7579810354955,Q3,50+,1,1,0.9933129138489223,0.006687086151077715
931,Zone 2,39,44,Married,14,418,College degree,No,Male,Yes,No,Yes,Total service,No,0,0,1,0,1,3.0,0,1,1,0,1,False,False,False,True,2042.1846213721549,Q4 (High),40-50,0,1,0.9703882636729615,0.029611736327038507
932,Zone 2,72,53,Unmarried,12,152,High school degree,No,Female,No,Yes,Yes,Total service,No,0,0,1,0,0,2.0,0,0,0,1,1,False,False,False,True,1980.9028877138762,Q4 (High),50+,0,1,0.9600607594826462,0.03993924051735376
933,Zone 2,4,39,Unmarried,11,38,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,3.0,0,1,1,1,1,False,False,False,True,1384.1072339689765,Q2,30-40,0,0,0.8069232943010963,0.19307670569890367
934,Zone 2,54,50,Married,5,151,College degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,3.0,0,1,0,0,1,False,False,True,False,2067.533292430099,Q4 (High),40-50,0,1,0.9744431099030296,0.025556890096970375
935,Zone 1,34,40,Married,21,23,College degree,No,Female,No,Yes,Yes,Total service,No,0,1,0,0,1,3.0,0,0,0,1,1,False,False,False,True,2012.0325103381306,Q1 (Low),30-40,0,0,0.9654018598609941,0.03459814013900586
936,Zone 1,20,25,Married,4,33,College degree,No,Female,No,Yes,Yes,Basic service,No,0,1,0,0,1,3.0,0,0,0,1,1,True,False,False,False,792.0543170001177,Q2,<30,0,0,0.506590748512568,0.493409251487432
937,Zone 3,14,49,Unmarried,4,26,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,0,1,0,1.0,0,1,0,0,0,True,False,False,False,1727.2035675719167,Q1 (Low),40-50,0,0,0.9081469951639137,0.09185300483608627
938,Zone 1,61,59,Unmarried,26,89,Did not complete high school,Yes,Female,No,No,No,Plus service,No,0,1,0,0,0,1.0,1,0,0,0,0,False,False,True,False,2201.147286613619,Q4 (High),50+,1,1,0.9939044489613835,0.006095551038616476
939,Zone 2,4,24,Unmarried,2,25,College degree,No,Male,Yes,Yes,No,Basic service,Yes,1,0,1,0,0,3.0,0,1,1,1,0,True,False,False,False,391.2752848854323,Q1 (Low),<30,0,0,0.21597418795655932,0.7840258120434407
940,Zone 3,16,48,Unmarried,25,59,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,0,0,1,0,2.0,0,1,0,0,1,False,False,True,False,2159.139682469587,Q3,40-50,1,1,0.9881152792220772,0.011884720777922797
941,Zone 1,13,41,Unmarried,9,55,High school degree,No,Female,No,No,No,Basic service,No,0,1,0,0,0,2.0,0,0,0,0,0,True,False,False,False,1568.107227653187,Q3,40-50,0,1,0.8663989474522715,0.13360105254772847
943,Zone 2,58,36,Married,13,39,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,1,2.0,0,0,1,1,1,False,False,False,True,1773.8695343901538,Q2,30-40,0,0,0.9189344327300406,0.0810655672699594
944,Zone 2,25,38,Married,19,56,Did not complete high school,No,Female,Yes,No,No,Plus service,No,0,0,1,0,1,1.0,0,0,1,0,0,False,False,True,False,2123.9997855410165,Q3,30-40,1,1,0.983046158434561,0.016953841565439
946,Zone 1,22,33,Married,13,119,Post-undergraduate degree,No,Female,Yes,Yes,No,Total service,Yes,1,1,0,0,1,4.0,0,0,1,1,0,False,False,False,True,1553.492077361559,Q4 (High),30-40,0,1,0.862142874797768,0.13785712520223203
948,Zone 3,66,50,Married,2,333,Post-undergraduate degree,No,Male,No,Yes,No,E-service,No,0,0,0,1,1,4.0,0,1,0,1,0,False,True,False,False,1875.7703950568389,Q4 (High),40-50,0,1,0.9404655223331023,0.05953447766689768
949,Zone 1,69,58,Married,29,26,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,1,2.0,0,0,1,1,1,False,False,False,True,2158.0188182417232,Q1 (Low),50+,1,0,0.9879568317750997,0.012043168224900258
950,Zone 2,38,49,Married,3,33,College degree,No,Male,No,Yes,No,E-service,No,0,0,1,0,1,3.0,0,1,0,1,0,False,True,False,False,1909.618979034471,Q2,40-50,0,0,0.9470482590265339,0.05295174097346611
952,Zone 3,44,39,Married,8,41,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,0,1,1,2.0,0,1,1,1,1,False,False,False,True,1724.6628771007659,Q2,30-40,0,0,0.9075418926738503,0.09245810732614967
953,Zone 1,50,50,Unmarried,24,31,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,1,0,0,1,False,False,True,False,2170.503380042183,Q2,40-50,1,0,0.9897098436666029,0.010290156333397138
954,Zone 3,10,23,Unmarried,1,29,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,0,3.0,0,0,1,1,1,False,False,False,True,902.9393655658395,Q1 (Low),<30,0,0,0.5769933378288925,0.4230066621711075
955,Zone 2,7,41,Unmarried,6,94,High school degree,No,Male,Yes,No,Yes,Total service,No,0,0,1,0,0,2.0,0,1,1,0,1,False,False,False,True,1795.6698962093276,Q4 (High),40-50,0,1,0.9237676088009511,0.0762323911990489
957,Zone 3,16,39,Married,5,31,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,0,1,1,1.0,0,0,0,0,0,True,False,False,False,1830.7074101274957,Q2,30-40,0,0,0.9312718861310272,0.06872811386897282
958,Zone 3,6,20,Unmarried,0,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,1,False,False,True,False,1506.1481141057916,Q1 (Low),<30,0,0,0.8478262537579595,0.1521737462420405
959,Zone 2,46,55,Unmarried,24,269,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,0,2.0,0,1,0,0,1,False,False,True,False,2174.182634731477,Q4 (High),50+,1,1,0.9902215371126367,0.009778462887363282
961,Zone 3,5,34,Unmarried,12,22,High school degree,No,Male,Yes,No,Yes,Basic service,Yes,1,0,0,1,0,2.0,0,1,1,0,1,True,False,False,False,1201.4250989998325,Q1 (Low),30-40,0,0,0.7335387578294007,0.2664612421705993
962,Zone 2,49,54,Married,23,25,High school degree,No,Female,No,No,No,Basic service,No,0,0,1,0,1,2.0,0,0,0,0,0,True,False,False,False,2116.233532630246,Q1 (Low),50+,1,0,0.9818969798112492,0.018103020188750762
963,Zone 3,49,51,Married,14,222,Post-undergraduate degree,No,Male,No,Yes,No,E-service,No,0,0,0,1,1,4.0,0,1,0,1,0,False,True,False,False,2039.993819364845,Q4 (High),50+,0,1,0.9700320036670961,0.029967996332903923
965,Zone 3,22,39,Unmarried,4,55,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,2.0,0,0,1,1,1,False,False,False,True,1443.1342136801193,Q3,30-40,0,1,0.8274551339416085,0.17254486605839148
967,Zone 1,19,27,Married,7,56,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,1,0,0,1,3.0,0,1,1,1,1,False,False,False,True,1275.1102687075474,Q3,<30,0,1,0.7650225441045099,0.23497745589549013
970,Zone 2,57,63,Unmarried,19,61,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,1,0,0,1.0,0,1,0,0,1,False,False,True,False,2196.424243349856,Q3,50+,1,1,0.9932678113370934,0.006732188662906591
971,Zone 3,48,45,Unmarried,15,41,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,0,1,0,1.0,0,0,0,0,0,True,False,False,False,1899.7998902778436,Q2,40-50,0,0,0.9451663864696762,0.05483361353032379
972,Zone 2,9,53,Married,20,50,High school degree,No,Female,No,No,No,Basic service,Yes,1,0,1,0,1,2.0,0,0,0,0,0,True,False,False,False,2087.7453029312333,Q3,50+,0,1,0.9775893464155716,0.022410653584428397
973,Zone 1,61,52,Unmarried,21,82,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,1,0,0,1,False,False,True,False,2165.8129632982364,Q3,50+,1,1,0.9890542811822137,0.010945718817786276
974,Zone 3,72,53,Unmarried,34,108,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,0,1,0,1.0,0,1,0,0,1,False,False,True,False,2215.0102027497674,Q4 (High),50+,1,1,0.9957527202486026,0.0042472797513973815
975,Zone 3,57,60,Unmarried,20,14,High school degree,Yes,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,1,0,0,0,1,False,False,True,False,2170.278495807778,Q1 (Low),50+,1,0,0.9896784954703179,0.010321504529682057
976,Zone 2,57,51,Unmarried,10,46,Did not complete high school,No,Male,No,Yes,No,E-service,No,0,0,1,0,0,1.0,0,1,0,1,0,False,True,False,False,2004.4238789908418,Q2,50+,0,0,0.9641148023225494,0.035885197677450575
977,Zone 1,37,60,Married,0,46,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,1,1.0,0,1,0,0,1,False,False,True,False,2153.487755806535,Q2,50+,1,0,0.9873141615460972,0.012685838453902809
978,Zone 3,45,51,Unmarried,13,146,College degree,No,Male,No,No,No,Basic service,No,0,0,0,1,0,3.0,0,1,0,0,0,True,False,False,False,1755.3358428921804,Q4 (High),50+,0,1,0.9147233886205749,0.0852766113794251
979,Zone 3,45,39,Married,15,36,Did not complete high school,No,Female,No,Yes,No,Basic service,No,0,0,0,1,1,1.0,0,0,0,1,0,True,False,False,False,1695.0356854805716,Q2,30-40,0,0,0.9003456812854962,0.09965431871450381
980,Zone 2,55,44,Unmarried,24,83,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,1,0,0,1.0,0,0,0,0,1,False,False,True,False,2161.327110541056,Q3,40-50,1,1,0.9884238923651691,0.011576107634830857
983,Zone 2,34,23,Married,3,24,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,0,0,0,0,1,False,False,True,False,1891.5357859366964,Q1 (Low),<30,0,0,0.9435651037877428,0.05643489621225717
985,Zone 3,6,32,Unmarried,10,47,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,0,1,0,1.0,0,1,0,0,1,False,False,True,False,1945.7423969963659,Q2,30-40,0,0,0.9537822927547451,0.04621770724525487
986,Zone 3,24,30,Unmarried,0,25,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,3.0,0,1,1,1,1,False,False,False,True,969.3073485444866,Q1 (Low),<30,0,0,0.615985609747301,0.384014390252699
987,Zone 2,3,26,Married,6,59,College degree,No,Female,Yes,No,Yes,Total service,Yes,1,0,1,0,1,3.0,0,0,1,0,1,False,False,False,True,1703.728216639588,Q3,<30,0,1,0.9024840299455474,0.09751597005445256
988,Zone 1,4,30,Unmarried,1,45,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,1,0,0,0,3.0,0,1,1,1,1,False,False,False,True,924.5871816222132,Q2,<30,0,0,0.589976346130069,0.410023653869931
989,Zone 1,72,40,Married,19,163,College degree,No,Male,No,No,No,E-service,No,0,1,0,0,1,3.0,0,1,0,0,0,False,True,False,False,2145.2879409264096,Q4 (High),30-40,1,1,0.9861423085702659,0.013857691429734142
990,Zone 1,44,56,Unmarried,4,63,High school degree,No,Female,No,No,No,Plus service,Yes,1,1,0,0,0,2.0,0,0,0,0,0,False,False,True,False,2084.065800895729,Q3,50+,0,1,0.9770222292790279,0.02297777072097207
992,Zone 2,61,50,Married,16,190,High school degree,No,Female,No,Yes,Yes,E-service,No,0,0,1,0,1,2.0,0,0,0,1,1,False,True,False,False,2111.743187877057,Q4 (High),40-50,1,1,0.9812276768640393,0.018772323135960667
993,Zone 1,34,52,Married,2,106,High school degree,No,Male,No,Yes,Yes,Plus service,No,0,1,0,0,1,2.0,0,1,0,1,1,False,False,True,False,1893.9805226628087,Q4 (High),50+,0,1,0.9440404751287206,0.05595952487127942
995,Zone 1,15,46,Married,17,63,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,1,0,0,1,4.0,0,1,1,1,1,False,False,False,True,1779.3317950468297,Q3,40-50,0,1,0.920157491931088,0.07984250806891202
997,Zone 1,7,34,Unmarried,2,22,Post-undergraduate degree,No,Female,No,No,No,Basic service,No,0,1,0,0,0,4.0,0,0,0,0,0,True,False,False,False,1012.4356207006532,Q1 (Low),30-40,0,0,0.6400281314956044,0.35997186850439555
998,Zone 3,67,59,Unmarried,40,944,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,0,4.0,0,0,1,1,1,False,False,False,True,2134.9701670909144,Q4 (High),50+,1,1,0.9846514715838085,0.015348528416191498
999,Zone 3,70,49,Unmarried,18,87,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,0,1,0,1,False,False,True,False,2070.0393829906807,Q4 (High),40-50,0,1,0.9748373514513838,0.025162648548616162
